Country_Name;Year;Population
Qatar;1985;371071
Romania;1985;22755427
Russian Federation;1985;143858000
Rwanda;1985;6117966
South Asia;1985;1012099768
Saudi Arabia;1985;13361284
Sudan;1985;17097619
Senegal;1985;6438024
Singapore;1985;2735957
Solomon Islands;1985;270809
Sierra Leone;1985;3466044
El Salvador;1985;4920932
San Marino;1985;22708
Somalia;1985;6068425
Sub-Saharan Africa (excluding high income);1985;441346877
South Sudan;1985;5444907
Sub-Saharan Africa;1985;441414277
Small states;1985;22752740
Sao Tome and Principe;1985;103557
Suriname;1985;371469
Slovak Republic;1985;5161768
Slovenia;1985;1941641
Sweden;1985;8350386
Swaziland;1985;705492
Seychelles;1985;67400
Syrian Arab Republic;1985;10667245
Turks and Caicos Islands;1985;9502
Chad;1985;5092650
East Asia & Pacific (IDA & IBRD countries);1985;1454823474
Europe & Central Asia (IDA & IBRD countries);1985;410237947
Togo;1985;3252995
Thailand;1985;52041468
Tajikistan;1985;4540688
Turkmenistan;1985;3229499
Latin America & the Caribbean (IDA & IBRD countries);1985;390765564
Middle East & North Africa (IDA & IBRD countries);1985;194828467
Timor-Leste;1985;657018
Tonga;1985;93953
South Asia (IDA & IBRD);1985;1012099768
Sub-Saharan Africa (IDA & IBRD countries);1985;441414277
Trinidad and Tobago;1985;1170935
Tunisia;1985;7260361
Turkey;1985;49178079
Tuvalu;1985;8648
Tanzania;1985;21842087
Uganda;1985;14631089
Ukraine;1985;50917000
Upper middle income;1985;1893121061
Uruguay;1985;3011907
United States;1985;237924000
Uzbekistan;1985;18174143
St. Vincent and the Grenadines;1985;104477
Venezuela, RB;1985;17508059
British Virgin Islands;1985;13308
Virgin Islands (U.S.);1985;107000
Vietnam;1985;58868000
Vanuatu;1985;130028
Samoa;1985;160030
Yemen, Rep.;1985;9774242
South Africa;1985;31307880
Congo, Dem. Rep.;1985;29985665
Zambia;1985;7017292
Zimbabwe;1985;8862601
Aruba;1986;62644
Andorra;1986;46515
Afghanistan;1986;11438949
Angola;1986;10023700
Albania;1986;3022635
Arab World;1986;197202142
United Arab Emirates;1986;1430548
Argentina;1986;30857242
Armenia;1986;3396511
American Samoa;1986;40835
Antigua and Barbuda;1986;64605
Australia;1986;16018400
Austria;1986;7569794
Azerbaijan;1986;6779970
Burundi;1986;4936429
Belgium;1986;9861823
Benin;1986;4414450
Burkina Faso;1986;7930690
Bangladesh;1986;95550798
Bulgaria;1986;8958171
Bahrain;1986;433487
Bahamas, The;1986;239132
Bosnia and Herzegovina;1986;4428460
Belarus;1986;10043000
Belize;1986;169570
Bermuda;1986;57382
Bolivia;1986;6337893
Brazil;1986;139664639
Barbados;1986;256738
Brunei Darussalam;1986;229418
Bhutan;1986;484151
Botswana;1986;1221668
Central African Republic;1986;2691312
Canada;1986;26204000
Central Europe and the Baltics;1986;109847148
Switzerland;1986;6504124
Channel Islands;1986;135227
Chile;1986;12304203
China;1986;1066790000
Cote d'Ivoire;1986;10548148
Cameroon;1986;10701458
Congo, Rep.;1986;2142529
Colombia;1986;31669780
Comoros;1986;368443
Cabo Verde;1986;319161
Costa Rica;1986;2800986
Caribbean small states;1986;5831154
Cuba;1986;10167998
Curacao;1986;152662
Cayman Islands;1986;20254
Cyprus;1986;712340
Czech Republic;1986;10342227
Germany;1986;77720436
Djibouti;1986;451068
Dominica;1986;73025
Denmark;1986;5120534
Dominican Republic;1986;6626544
Algeria;1986;23241276
East Asia & Pacific (excluding high income);1986;1498637395
Early-demographic dividend;1986;1848663355
East Asia & Pacific;1986;1709258866
Europe & Central Asia (excluding high income);1986;372130677
Europe & Central Asia;1986;823227203
Ecuador;1986;9272905
Egypt, Arab Rep.;1986;50748187
Euro area;1986;306748199
Spain;1986;38535617
Estonia;1986;1540190
Ethiopia;1986;42097111
European Union;1986;471888308
Fragile and conflict affected situations;1986;232422187
Finland;1986;4918154
Fiji;1986;718548
France;1986;57132691
Faroe Islands;1986;46501
Micronesia, Fed. Sts.;1986;87948
Gabon;1986;853039
United Kingdom;1986;56681396
Georgia;1986;4704500
Ghana;1986;13103975
Gibraltar;1986;26623
Guinea;1986;5223553
Gambia, The;1986;766598
Guinea-Bissau;1986;966039
Equatorial Guinea;1986;330247
Greece;1986;9967213
Grenada;1986;100146
Greenland;1986;53500
Guatemala;1986;8320498
Guam;1986;119232
Guyana;1986;755598
High income;1986;973400217
Hong Kong SAR, China;1986;5524600
Honduras;1986;4366401
Heavily indebted poor countries (HIPC);1986;316760151
Croatia;1986;4722000
Haiti;1986;6527545
Hungary;1986;10630564
IBRD only;1986;3145626815
IDA & IBRD total;1986;3983418913
IDA total;1986;837792098
IDA blend;1986;315428654
Indonesia;1986;168402027
IDA only;1986;522363444
Isle of Man;1986;65225
India;1986;799607235
Ireland;1986;3539690
Iran, Islamic Rep.;1986;49205577
Iraq;1986;15937864
Iceland;1986;243180
Israel;1986;4299000
Italy;1986;56596155
Jamaica;1986;2335800
Jordan;1986;2884065
Japan;1986;121492000
Kazakhstan;1986;15600928
Kenya;1986;20393724
Kyrgyz Republic;1986;4066500
Cambodia;1986;7990133
Kiribati;1986;65519
St. Kitts and Nevis;1986;41697
Korea, Rep.;1986;41213674
Kosovo;1986;1717000
Latin America & Caribbean (excluding high income);1986;392391406
Lao PDR;1986;3785230
Lebanon;1986;2677290
Liberia;1986;2206867
Libya;1986;3961363
St. Lucia;1986;128620
Latin America & Caribbean;1986;413306622
Least developed countries: UN classification;1986;458352456
Low income;1986;289134456
Liechtenstein;1986;27523
Sri Lanka;1986;16083000
Lower middle income;1986;1739982872
Low & middle income;1986;3953806792
Lesotho;1986;1495101
Late-demographic dividend;1986;1742492329
Lithuania;1986;3578914
Luxembourg;1986;368355
Latvia;1986;2599892
Macao SAR, China;1986;309226
St. Martin (French part);1986;18337
Morocco;1986;23084731
Monaco;1986;29048
Moldova;1986;3602000
Madagascar;1986;10264368
Maldives;1986;196283
Middle East & North Africa;1986;225163130
Mexico;1986;78939441
Marshall Islands;1986;40203
Middle income;1986;3664672336
Macedonia, FYR;1986;1988401
Mali;1986;7957390
Malta;1986;342121
Myanmar;1986;39269143
Middle East & North Africa (excluding high income);1986;200858385
Montenegro;1986;607711
Mongolia;1986;1976311
Northern Mariana Islands;1986;33173
Mozambique;1986;13155271
Mauritania;1986;1815692
Mauritius;1986;1028360
Malawi;1986;7617137
Malaysia;1986;16221767
North America;1986;266394382
Namibia;1986;1194769
New Caledonia;1986;157350
Niger;1986;7031675
Nigeria;1986;86118043
Nicaragua;1986;3796914
Netherlands;1986;14572278
Norway;1986;4167354
Nepal;1986;17091959
Nauru;1986;8356
New Zealand;1986;3246300
OECD members;1986;1035667260
Oman;1986;1561493
Other small states;1986;15786818
Pakistan;1986;95207133
Panama;1986;2268619
Peru;1986;19996250
Philippines;1986;55803915
Palau;1986;13982
Papua New Guinea;1986;3771578
Poland;1986;37456119
Pre-demographic dividend;1986;372296266
Puerto Rico;1986;3409554
Korea, Dem. Peopleís Rep.;1986;19058988
Portugal;1986;10032734
Paraguay;1986;3777764
Pacific island small states;1986;1609921
Post-demographic dividend;1986;941590822
French Polynesia;1986;180069
Qatar;1986;398326
Romania;1986;22859269
Russian Federation;1986;144894000
Rwanda;1986;6410594
South Asia;1986;1035659508
Saudi Arabia;1986;14016569
Sudan;1986;17618852
Senegal;1986;6638186
Singapore;1986;2733373
Solomon Islands;1986;278846
Sierra Leone;1986;3569102
El Salvador;1986;4986528
San Marino;1986;22959
Somalia;1986;6082723
Sub-Saharan Africa (excluding high income);1986;454129421
South Sudan;1986;5559804
Sub-Saharan Africa;1986;454197298
Small states;1986;23227893
Sao Tome and Principe;1986;105364
Suriname;1986;376973
Slovak Republic;1986;5193838
Slovenia;1986;1965964
Sweden;1986;8369829
Swaziland;1986;734790
Seychelles;1986;67877
Syrian Arab Republic;1986;11020718
Turks and Caicos Islands;1986;9873
Chad;1986;5244158
East Asia & Pacific (IDA & IBRD countries);1986;1479545928
Europe & Central Asia (IDA & IBRD countries);1986;414308796
Togo;1986;3363448
Thailand;1986;53002775
Tajikistan;1986;4690913
Turkmenistan;1986;3310059
Latin America & the Caribbean (IDA & IBRD countries);1986;398848998
Middle East & North Africa (IDA & IBRD countries);1986;200858385
Timor-Leste;1986;674128
Tonga;1986;94147
South Asia (IDA & IBRD);1986;1035659508
Sub-Saharan Africa (IDA & IBRD countries);1986;454197298
Trinidad and Tobago;1986;1184053
Tunisia;1986;7492633
Turkey;1986;50187091
Tuvalu;1986;8741
Tanzania;1986;22516809
Uganda;1986;15133740
Ukraine;1986;51097000
Upper middle income;1986;1924689464
Uruguay;1986;3031032
United States;1986;240133000
Uzbekistan;1986;18640558
St. Vincent and the Grenadines;1986;105197
Venezuela, RB;1986;17968530
British Virgin Islands;1986;13932
Virgin Islands (U.S.);1986;106500
Vietnam;1986;60249000
Vanuatu;1986;133040
Samoa;1986;160591
Yemen, Rep.;1986;10153613
South Africa;1986;32121290
Congo, Dem. Rep.;1986;30829103
Zambia;1986;7242496
Zimbabwe;1986;9198874
Aruba;1987;61835
Andorra;1987;48458
Afghanistan;1987;11337932
Angola;1987;10285712
Albania;1987;3083605
Arab World;1987;202851923
United Arab Emirates;1987;1518991
Argentina;1987;31326473
Armenia;1987;3457054
American Samoa;1987;42448
Antigua and Barbuda;1987;63484
Australia;1987;16263900
Austria;1987;7574586
Azerbaijan;1987;6886428
Burundi;1987;5108581
Belgium;1987;9870234
Benin;1987;4546136
Burkina Faso;1987;8140076
Bangladesh;1987;98149262
Bulgaria;1987;8971359
Bahrain;1987;448994
Bahamas, The;1987;243391
Bosnia and Herzegovina;1987;4491745
Belarus;1987;10111000
Belize;1987;174326
Bermuda;1987;57849
Bolivia;1987;6464736
Brazil;1987;142437479
Barbados;1987;257609
Brunei Darussalam;1987;235980
Bhutan;1987;500952
Botswana;1987;1260720
Central African Republic;1987;2751163
Canada;1987;26550000
Central Europe and the Baltics;1987;110296680
Switzerland;1987;6545106
Channel Islands;1987;136716
Chile;1987;12507488
China;1987;1084035000
Cote d'Ivoire;1987;10939987
Cameroon;1987;11031515
Congo, Rep.;1987;2202106
Colombia;1987;32324326
Comoros;1987;379589
Cabo Verde;1987;323972
Costa Rica;1987;2872214
Caribbean small states;1987;5863744
Cuba;1987;10269276
Curacao;1987;151456
Cayman Islands;1987;21343
Cyprus;1987;723380
Czech Republic;1987;10347318
Germany;1987;77839920
Djibouti;1987;485565
Dominica;1987;72368
Denmark;1987;5127024
Dominican Republic;1987;6764623
Algeria;1987;23917889
East Asia & Pacific (excluding high income);1987;1525225958
Early-demographic dividend;1987;1893586588
East Asia & Pacific;1987;1737476308
Europe & Central Asia (excluding high income);1987;375910215
Europe & Central Asia;1987;828312655
Ecuador;1987;9504132
Egypt, Arab Rep.;1987;52173840
Euro area;1987;307614327
Spain;1987;38630820
Estonia;1987;1552221
Ethiopia;1987;43470219
European Union;1987;473230098
Fragile and conflict affected situations;1987;238061473
Finland;1987;4932123
Fiji;1987;721725
France;1987;57482591
Faroe Islands;1987;47194
Micronesia, Fed. Sts.;1987;90024
Gabon;1987;876877
United Kingdom;1987;56802050
Georgia;1987;4743500
Ghana;1987;13480381
Gibraltar;1987;26653
Guinea;1987;5375058
Gambia, The;1987;804134
Guinea-Bissau;1987;987718
Equatorial Guinea;1987;343290
Greece;1987;10000595
Grenada;1987;99381
Greenland;1987;54100
Guatemala;1987;8523785
Guam;1987;121924
Guyana;1987;745149
High income;1987;980091126
Hong Kong SAR, China;1987;5590500
Honduras;1987;4497875
Heavily indebted poor countries (HIPC);1987;325525015
Croatia;1987;4740000
Haiti;1987;6670566
Hungary;1987;10612741
IBRD only;1987;3204132525
IDA & IBRD total;1987;4064872946
IDA total;1987;860740421
IDA blend;1987;324102452
Indonesia;1987;171728916
IDA only;1987;536637969
Isle of Man;1987;66449
India;1987;817232241
Ireland;1987;3540057
Iran, Islamic Rep.;1987;51152122
Iraq;1987;16293719
Iceland;1987;245859
Israel;1987;4369000
Italy;1987;56601931
Jamaica;1987;2350600
Jordan;1987;2982349
Japan;1987;122091000
Kazakhstan;1987;15801753
Kenya;1987;21140344
Kyrgyz Republic;1987;4144600
Cambodia;1987;8228268
Kiribati;1987;67262
St. Kitts and Nevis;1987;41353
Korea, Rep.;1987;41621690
Kosovo;1987;1753000
Latin America & Caribbean (excluding high income);1987;400317367
Lao PDR;1987;3895066
Lebanon;1987;2672182
Liberia;1987;2196204
Libya;1987;4076888
St. Lucia;1987;131032
Latin America & Caribbean;1987;421504828
Least developed countries: UN classification;1987;470557196
Low income;1987;296710433
Liechtenstein;1987;27799
Sri Lanka;1987;16339000
Lower middle income;1987;1780743196
Low & middle income;1987;4035176743
Lesotho;1987;1520244
Late-demographic dividend;1987;1770022346
Lithuania;1987;3616367
Luxembourg;1987;370750
Latvia;1987;2626583
Macao SAR, China;1987;322655
St. Martin (French part);1987;21628
Morocco;1987;23560825
Monaco;1987;29169
Moldova;1987;3633000
Madagascar;1987;10563491
Maldives;1987;203059
Middle East & North Africa;1987;232203177
Mexico;1987;80571067
Marshall Islands;1987;42148
Middle income;1987;3738466310
Macedonia, FYR;1987;1994368
Mali;1987;8073178
Malta;1987;344485
Myanmar;1987;40005369
Middle East & North Africa (excluding high income);1987;206917503
Montenegro;1987;608144
Mongolia;1987;2033345
Northern Mariana Islands;1987;35904
Mozambique;1987;13142516
Mauritania;1987;1865356
Mauritius;1987;1036082
Malawi;1987;8108484
Malaysia;1987;16703500
North America;1987;268896849
Namibia;1987;1247186
New Caledonia;1987;160500
Niger;1987;7233482
Nigeria;1987;88412917
Nicaragua;1987;3882940
Netherlands;1987;14665037
Norway;1987;4186905
Nepal;1987;17472138
Nauru;1987;8550
New Zealand;1987;3274400
OECD members;1987;1043569333
Oman;1987;1620573
Other small states;1987;16207189
Pakistan;1987;98301647
Panama;1987;2318444
Peru;1987;20451712
Philippines;1987;57312794
Palau;1987;14237
Papua New Guinea;1987;3865402
Poland;1987;37668045
Pre-demographic dividend;1987;382288800
Puerto Rico;1987;3441850
Korea, Dem. Peopleís Rep.;1987;19334550
Portugal;1987;10030031
Paraguay;1987;3885433
Pacific island small states;1987;1631177
Post-demographic dividend;1987;946943601
French Polynesia;1987;184958
Qatar;1987;423327
Romania;1987;22949430
Russian Federation;1987;145908000
Rwanda;1987;6742390
South Asia;1987;1059536231
Saudi Arabia;1987;14642354
Sudan;1987;18130501
Senegal;1987;6846556
Singapore;1987;2774789
Solomon Islands;1987;286868
Sierra Leone;1987;3681945
El Salvador;1987;5051885
San Marino;1987;23208
Somalia;1987;6138907
Sub-Saharan Africa (excluding high income);1987;467269469
South Sudan;1987;5660153
Sub-Saharan Africa;1987;467337821
Small states;1987;23702110
Sao Tome and Principe;1987;107264
Suriname;1987;383916
Slovak Republic;1987;5222840
Slovenia;1987;1989776
Sweden;1987;8397804
Swaziland;1987;767417
Seychelles;1987;68352
Syrian Arab Republic;1987;11374772
Turks and Caicos Islands;1987;10224
Chad;1987;5409275
East Asia & Pacific (IDA & IBRD countries);1987;1505857510
Europe & Central Asia (IDA & IBRD countries);1987;418318260
Togo;1987;3472459
Thailand;1987;53979503
Tajikistan;1987;4849253
Turkmenistan;1987;3392823
Latin America & the Caribbean (IDA & IBRD countries);1987;406905621
Middle East & North Africa (IDA & IBRD countries);1987;206917503
Timor-Leste;1987;689170
Tonga;1987;94399
South Asia (IDA & IBRD);1987;1059536231
Sub-Saharan Africa (IDA & IBRD countries);1987;467337821
Trinidad and Tobago;1987;1195243
Tunisia;1987;7684751
Turkey;1987;51168841
Tuvalu;1987;8821
Tanzania;1987;23204186
Uganda;1987;15668278
Ukraine;1987;51293000
Upper middle income;1987;1957723114
Uruguay;1987;3049962
United States;1987;242289000
Uzbekistan;1987;19111312
St. Vincent and the Grenadines;1987;105892
Venezuela, RB;1987;18437737
British Virgin Islands;1987;14595
Virgin Islands (U.S.);1987;106000
Vietnam;1987;61750000
Vanuatu;1987;136129
Samoa;1987;161014
Yemen, Rep.;1987;10542601
South Africa;1987;32933081
Congo, Dem. Rep.;1987;31721541
Zambia;1987;7469270
Zimbabwe;1987;9535657
Aruba;1988;61077
Andorra;1988;50431
Afghanistan;1988;11375768
Angola;1988;10544904
Albania;1988;3142336
Arab World;1988;208546282
United Arab Emirates;1988;1613904
Argentina;1988;31795515
Armenia;1988;3510439
American Samoa;1988;44049
Antigua and Barbuda;1988;62538
Australia;1988;16532200
Austria;1988;7585317
Azerbaijan;1988;6994139
Burundi;1988;5284173
Belgium;1988;9901664
Benin;1988;4685375
Burkina Faso;1988;8356306
Bangladesh;1988;100779551
Bulgaria;1988;8981446
Bahrain;1988;465235
Bahamas, The;1988;247576
Bosnia and Herzegovina;1988;4542757
Belarus;1988;10140000
Belize;1988;179025
Bermuda;1988;58347
Bolivia;1988;6592787
Brazil;1988;145150468
Barbados;1988;258524
Brunei Darussalam;1988;242750
Bhutan;1988;517068
Botswana;1988;1300097
Central African Republic;1988;2809720
Canada;1988;26895000
Central Europe and the Baltics;1988;110688533
Switzerland;1988;6593386
Channel Islands;1988;138186
Chile;1988;12716508
China;1988;1101630000
Cote d'Ivoire;1988;11337122
Cameroon;1988;11370394
Congo, Rep.;1988;2262496
Colombia;1988;32975533
Comoros;1988;391133
Cabo Verde;1988;328861
Costa Rica;1988;2944560
Caribbean small states;1988;5886592
Cuba;1988;10379080
Curacao;1988;149254
Cayman Islands;1988;22539
Cyprus;1988;736477
Czech Republic;1988;10355276
Germany;1988;78144619
Djibouti;1988;523266
Dominica;1988;71743
Denmark;1988;5129516
Dominican Republic;1988;6903314
Algeria;1988;24591493
East Asia & Pacific (excluding high income);1988;1552111436
Early-demographic dividend;1988;1938610747
East Asia & Pacific;1988;1765937284
Europe & Central Asia (excluding high income);1988;379564871
Europe & Central Asia;1988;833439109
Ecuador;1988;9739179
Egypt, Arab Rep.;1988;53617678
Euro area;1988;308674767
Spain;1988;38715849
Estonia;1988;1561900
Ethiopia;1988;44908705
European Union;1988;474741457
Fragile and conflict affected situations;1988;243953809
Finland;1988;4946481
Fiji;1988;722918
France;1988;57836486
Faroe Islands;1988;47789
Micronesia, Fed. Sts.;1988;92020
Gabon;1988;901473
United Kingdom;1988;56928327
Georgia;1988;4790700
Ghana;1988;13852597
Gibraltar;1988;26700
Guinea;1988;5548270
Gambia, The;1988;843060
Guinea-Bissau;1988;1009967
Equatorial Guinea;1988;354488
Greece;1988;10036983
Grenada;1988;98063
Greenland;1988;54800
Guatemala;1988;8729406
Guam;1988;124677
Guyana;1988;734872
High income;1988;986918025
Hong Kong SAR, China;1988;5627600
Honduras;1988;4631491
Heavily indebted poor countries (HIPC);1988;334731596
Croatia;1988;4757000
Haiti;1988;6813344
Hungary;1988;10596487
IBRD only;1988;3262749316
IDA & IBRD total;1988;4147006714
IDA total;1988;884257398
IDA blend;1988;332878430
Indonesia;1988;175000919
IDA only;1988;551378968
Isle of Man;1988;67902
India;1988;834944397
Ireland;1988;3524949
Iran, Islamic Rep.;1988;53035939
Iraq;1988;16657708
Iceland;1988;249740
Israel;1988;4442000
